model_id,category,canonical_title,all_titles,num_variants,min_price,all_prices,num_sources
944147,משקפי שמש,משקפי שמש Ray Ban JUSTIN CLASSIC RB4165 601/71,משקפי שמש Ray Ban JUSTIN CLASSIC RB4165 601/71,1,520.0,520.0,1
944149,משקפי שמש,משקפי שמש Ray Ban RB3183 004/71,משקפי שמש Ray Ban RB3183 004/71,1,584.0,584.0,1
944180,משקפי שמש,משקפי שמש Ray Ban JUSTIN CLASSIC RB4165 852/88,משקפי שמש Ray Ban JUSTIN CLASSIC RB4165 852/88,1,450.0,450.0,1
944247,משקפי שמש,משקפי שמש Ray Ban AVIATOR CLASSIC RB3025 L0205,משקפי שמש Ray Ban AVIATOR CLASSIC RB3025 L0205,1,605.0,605.0,1
945780,"מקדחות, מברגות ופטישונים",Bosch מברגה/מקדחה רוטטת GSB 120-LI (גוף בלבד),Bosch מברגה/מקדחה רוטטת GSB 120-LI (גוף בלבד),1,299.0,299.0,1
947302,מגברים לרכב,מגבר לרכב Focal AP4340,מגבר לרכב Focal AP4340,1,500.0,500.0,1
950706,משקפי שמש,משקפי שמש Ray Ban NEW WAYFARER CLASSIC RB2132 710/51,משקפי שמש Ray Ban NEW WAYFARER CLASSIC RB2132 710/51,1,590.0,590.0,1
951523,משקפי שמש,משקפי שמש Ray Ban RB3136 004,משקפי שמש Ray Ban RB3136 004,1,520.0,520.0,1
951668,משקפי שמש,משקפי שמש Ray Ban RB3386 004/13,משקפי שמש Ray Ban RB3386 004/13,1,640.0,640.0,1
952051,משקפי שמש,משקפי שמש Ray Ban RB3183 002/81,משקפי שמש Ray Ban RB3183 002/81,1,650.0,650.0,1
955977,משקפי שמש,משקפי שמש Arnette Fastball AN4202/447-81,משקפי שמש Arnette Fastball AN4202/447-81,1,355.0,355.0,1
962304,מגברים לרכב,מגבר לרכב Premier PS754,מגבר לרכב Premier PS754,1,200.0,200.0,1
966420,"מקדחות, מברגות ופטישונים",‏פטישון Bosch GBH 180-LI,Bosch פטישון נטען 18V + סוללה 4.0AH ||| ‏פטישון Bosch GBH 180-LI,2,622.0,"622.0, 1249.0",2
971254,הגיינת הפה,"‏משחת שיניים משחת שיניים צמחית 75 מ""ל Weleda","‏משחת שיניים משחת שיניים צמחית 75 מ""ל Weleda",1,27.0,27.0,1
971967,דיו וטונרים,‏טונר  ‏שחור Brother TN-2420,‏טונר  ‏שחור Brother TN-2420,1,358.0,358.0,1
972431,כיריים,‏כיריים אינדוקציה Midea MC-ID358,‏כיריים אינדוקציה Midea MC-ID358 ||| Midea MC-ID358 יבואן רשמי,2,409.0,"409.0, 598.0",2
972550,"מקדחות, מברגות ופטישונים",‏פטישון Makita DHR171Z,‏פטישון Makita DHR171Z,1,633.0,633.0,1
979175,בשמים לאישה,בושם לאשה Chloe Nomade E.D.P 75ml,בושם לאשה Chloe Nomade E.D.P 75ml,1,225.0,225.0,1
984275,הגיינת הפה,"‏מי פה מי פה קול מינט 500 מ""ל Listerine","‏מי פה מי פה קול מינט 500 מ""ל Listerine",1,20.0,20.0,1
993491,הגיינת הפה,‏מברשת שיניים מברשת שיניים אולטרה רכה Curaprox,‏מברשת שיניים מברשת שיניים אולטרה רכה Curaprox,1,18.0,18.0,1
999392,ברזים,סט מזלף יד עגול 7 מצבים + תפס וצינור River RV68025C - צבע ניקל כרום,סט מזלף יד עגול 7 מצבים + תפס וצינור River RV68025C - צבע ניקל כרום,1,83.0,83.0,1
999396,ברזים,מוט אמבטיה + מזלף 3 מצבים River RV114,מוט אמבטיה + מזלף 3 מצבים River RV114,1,108.0,108.0,1
999426,ברזים,ברז מטבח נשלף דגם נילוס River TOM8630,ברז מטבח נשלף דגם נילוס River TOM8630,1,473.0,473.0,1
1000064,דיו וטונרים,טונר HP 44A למד' M15w מקורי CF244A,טונר HP 44A למד' M15w מקורי CF244A,1,335.0,335.0,1
1000798,"מקדחות, מברגות ופטישונים",‏מברגת אימפקט Makita DTD153,‏מברגת אימפקט Makita DTD153 ||| מברגת אימפקט 18V ללא פחמים (גוף בלבד) Makita - מהדורה שחורה,2,343.0,"343.0, 449.0",2
1000802,"מקדחות, מברגות ופטישונים",‏מברגת אימפקט Makita DTD154,‏מברגת אימפקט Makita DTD154,1,550.0,550.0,1
1003342,"מקדחות, מברגות ופטישונים","Makita פטישון 26 מ""מ 800W + פוטר + סט מקדחים","Makita פטישון 26 מ""מ 800W + פוטר + סט מקדחים",1,749.0,749.0,1
1003391,"מקדחות, מברגות ופטישונים",‏פטישון Makita DHR242,‏פטישון Makita DHR242,1,768.0,768.0,1
1014596,בשמים לאישה,בושם לאשה Burberry Burberry For Her E.D.P 100ml,"בושם לאשה Burberry Burberry For Her E.D.P 100ml ||| כל הקטגוריות ||| חשמל ואלקטרוניקה ||| לבית ולגן ||| פנאי וספורט ||| בריאות ויופי ||| מבצעי פסח ||| zap cars ||| טיפוח יופי ובריאות‏ ||| מפרט טכני ||| קנייה בחנות מקומית ||| Burberry ||| למפרט המלא > ||| מוצרים דומים ||| Burberry Burberry Her EDP 100 ml ברברי הר אדפ 100 מ""ל בושם לאישה ||| בושם לאישה ברברי BURBERRY HER 100 ML E.D.P ||| בושם לאישה 100 מ''ל Burberry Her או דה פרפיום E.D.P ||| בושם לאשה ברברי הר אדפ 100 מ""ל Burberry Her Eau De Parfum 100ML ||| ברברי בושם הייר (א) אדפ 100 מ""ל ||| ברברי HER א.ד.פ 100 מ""ל לאישה BURBERRY ||| בושם לאישה ברברי הר א.ד.פ Burberry Her e.d.p ||| פור הר אדפ לאישה 100 מ""ל - ברברי - Burberry - For Her EDP For Women 100ML ||| בושם לאישה ברברי Burberry For Her E.D.P 100ml ||| Burberry - For Her EDP For Women 100ML ||| Burberry Her by Burberry Eau De Parfum Spray for Women 100 ml ||| ברברי הר א.ד.פ 100 מ""ל לאישה אריזת טסטר BURBERRY HER ||| HER BY BURBERRY 100ML EDP (TESTER) ||| בשמים לגבר ||| ערכות טיפוח ||| פשרה בת""צ אבנצ'יק נ' זאפ גרופ (ת""צ 23008-08-20) ||| פשרה בת""צ כהנים נ' זאפ גרופ (ת""צ 60371-12-19) ||| אודות zap.co.il ||| תנאי שימוש ||| מדריך חנויות ||| נפילת מחירים ||| הקנייה ב-zap ||| ביטולים והחזרות ||| מרכז מידע ותמיכה ||| הצטרפות כחנות ל-zap ||| פרסום באתר ||| ממשק חנויות / יבואנים ||| סופרמרקטים ||| מוצרים מבוקשים ||| שיווק לעסקים ||| [email protected] ||| מדיניות פרטיות ||| Privacy Policy ||| Terms of Service",48,290.0,"290.0, 303.0, 318.0, 324.0, 335.0, 354.0, 369.0, 390.0, 404.0, 414.0, 743.0",48
1016538,בשמים לאישה,בושם לאשה Narciso Rodriguez Pure Musc E.D.P 100ml,בושם לאשה Narciso Rodriguez Pure Musc E.D.P 100ml,1,235.0,"235.0, 239.0",2
1020539,"מקדחות, מברגות ופטישונים",‏פטישון Makita DHR242Z,‏פטישון Makita DHR242Z ||| Makita פטישון נטען 18V (גוף בלבד) חוצב,2,798.0,"798.0, 889.0",2
1027711,ברזים,‏ראש מקלחת 27541001 Grohe,‏ראש מקלחת 27541001 Grohe,1,253.0,253.0,1
1029022,ברזים,‏ברז נשלף 304567  ‏חמת,‏ברז נשלף 304567  ‏חמת,1,759.0,759.0,1
1030493,דיו וטונרים,‏ראש דיו HP 963XL C 3JA27AE,‏ראש דיו HP 963XL C 3JA27AE,1,166.0,166.0,1
1030511,דיו וטונרים,‏ראש דיו HP 912XL C 3YL81AE,‏ראש דיו HP 912XL C 3YL81AE,1,94.0,94.0,1
1030512,דיו וטונרים,‏ראש דיו HP 912XL M 3YL82AE,"‏ראש דיו HP 912XL M 3YL82AE ||| כל הקטגוריות ||| חשמל ואלקטרוניקה ||| לבית ולגן ||| פנאי וספורט ||| בריאות ויופי ||| מבצעי פסח ||| zap cars ||| לבית לגן ולמשרד‏ ||| מפרט טכני ||| קנייה בחנות מקומית ||| למפרט המלא > ||| מוצרים דומים ||| ראש דיו תואם אדום ל-825 דף HP 912XL 3YL82AE ||| ראש דיו מקורי אדום (מגנטה) HP 912XL 3YL82A ||| ראש דיו אדום מקורי 3YL82AE 912XL HP ||| ראש דיו מקורי מדגם 912XL M 3YL82AE מבית HP (צבע ורוד) ||| ראש דיו אדום מקורי HP 912XL 3YL82AE ||| ראש דיו מגנטה מקורי HP 912XL 3YL82AE ||| ראש דיו מקורי אדום HP 912XL 3YL82AE ||| דיו אדום מקורי HP 912XL 3YL82AE (הספק 700 דף) ||| מיכל דיו אדום מקורי HP 912XL ||| ‏ראש דיו אדום מקורי HP 912XL 3YL82AE ||| ראש דיו מקורי אדום HP 912XL ||| ראש דיו מקורי אדום ל-825 דף HP 912XL 3YL82AE ||| ראש דיו HP 912XL 3YL82AE מקורי ||| ראש דיו אדום מקורי HP 912XLM 3YL82AE (700 דפים) ||| ראש דיו מקורי אדום (מג'נטה) HP 912XL 3YL82A ||| ראש דיו מג'נטה (אדום) מקורי HP 912XL 3YL82AE ||| ראש דיו אדום HP 912XL Magenta - מקורי ||| ראש דיו אדום תואם 3YL82AE 912XL HP ||| ראש דיו תואם אדום HP 912XL 3YL82AE ||| ראש דיו תואם אדום HP 912XLM (700 דפים) ||| ראש דיו תואם אדום HP 912XL Magenta רמת פרימיום ||| ראש דיו 912XL - ורוד אייץ' פי - HP HP מג'נטה 3YL82AE ||| ראש דיו מגנטה תואם HP 912XL 3YL82AE ||| HP ראש דיו 912XL מגנטה 3YL82AE OJ Pro 8023 ||| ראש דיו מקורי כחול HP 912XL 3YL82A ||| מתכלים למדפסות תלת מימד ||| שרתי מדפסות ||| מגרסות נייר ||| כלי שירטוט ||| מוצרים נוספים של HP בזאפ ||| פשרה בת""צ אבנצ'יק נ' זאפ גרופ (ת""צ 23008-08-20) ||| פשרה בת""צ כהנים נ' זאפ גרופ (ת""צ 60371-12-19) ||| אודות zap.co.il ||| תנאי שימוש ||| מדריך חנויות ||| נפילת מחירים ||| הקנייה ב-zap ||| ביטולים והחזרות ||| מרכז מידע ותמיכה ||| הצטרפות כחנות ל-zap ||| פרסום באתר ||| ממשק חנויות / יבואנים ||| סופרמרקטים ||| מוצרים מבוקשים ||| שיווק לעסקים ||| [email protected] ||| מדיניות פרטיות ||| Privacy Policy ||| Terms of Service",62,41.0,"41.0, 54.0, 62.0, 64.0, 69.0, 80.0, 94.0, 95.0, 99.0, 101.0, 105.0, 106.0, 108.0, 110.0, 117.0, 118.0, 124.0, 125.0, 146.0, 155.0, 156.0, 198.0",62
1030517,דיו וטונרים,‏ראש דיו HP 912XL Y 3YL83AE,‏ראש דיו HP 912XL Y 3YL83AE,1,94.0,94.0,1
1030522,דיו וטונרים,‏ראש דיו HP 912XL BK 3YL84AE,‏ראש דיו HP 912XL BK 3YL84AE ||| ראש דיו HP 912XL 3YL84AE שחור מקורי,2,167.0,"167.0, 208.0",2
1036313,ברזים,מוט פינוק קבוע מעוצב וידני + מזלף דגם בולטימור River RVZ36,מוט פינוק קבוע מעוצב וידני + מזלף דגם בולטימור River RVZ36,1,272.0,272.0,1
1037389,דיו וטונרים,‏טונר HP 106A W1106A,‏טונר HP 106A W1106A ||| טונר שחור מקורי HP W1106A 106A בצבע שחור,2,245.0,"245.0, 298.0",2
1040273,ברזים,ראש מקלחת עגול 5 מצבים River RVT6 - צבע ניקל כרום,ראש מקלחת עגול 5 מצבים River RVT6 - צבע ניקל כרום,1,69.0,69.0,1
1040900,ברזים,‏ברז נשלף 32663003 Grohe,‏ברז נשלף 32663003 Grohe,1,499.0,499.0,1
1041950,בשמים לאישה,בושם לאשה Yves Saint Laurent Libre E.D.P 90ml,"Yves Saint Laurent Libre Eau De Parfum 90 ML איב סאן לורן ליברה בושם לאישה אדפ 90 מ""ל ||| בושם לאשה Yves Saint Laurent Libre E.D.P 90ml ||| בושם לאישה Yves Saint Laurent Libre E.D.P 90ml ||| כל הקטגוריות ||| חשמל ואלקטרוניקה ||| לבית ולגן ||| פנאי וספורט ||| בריאות ויופי ||| מבצעי פסח ||| zap cars ||| טיפוח יופי ובריאות‏ ||| מפרט טכני ||| קנייה בחנות מקומית ||| Yves Saint Laurent ||| למפרט המלא > ||| מוצרים דומים ||| בושם לאישה 90 מ''ל Yves Saint Laurent Libre או דה פרפיום E.D.P ||| בושם לאישה איב סאן לורן YVES SAINT LARENT LIBRE 90 ML E.D.P ||| LIBRE BY YVES SAINT LAURENT 90ML EDP ||| ליברה אדפ לאישה 90 מ""ל - איב סאן לורן - YSL - Libre EDP For Women 90ML ||| בושם לאשה איב סאן לורן ליברה 90 מ""ל Yves Saint Laurent LIBRE E.D.P 90ml ||| YSL - Libre EDP For Women 90ML ||| בושם לאישה איב סאן לורן ליברה א.ד.פ Yves Saint Laurent Libre e.d.p ||| בשמים לגבר ||| ערכות טיפוח ||| פשרה בת""צ אבנצ'יק נ' זאפ גרופ (ת""צ 23008-08-20) ||| פשרה בת""צ כהנים נ' זאפ גרופ (ת""צ 60371-12-19) ||| אודות zap.co.il ||| תנאי שימוש ||| מדריך חנויות ||| נפילת מחירים ||| הקנייה ב-zap ||| ביטולים והחזרות ||| מרכז מידע ותמיכה ||| הצטרפות כחנות ל-zap ||| פרסום באתר ||| ממשק חנויות / יבואנים ||| סופרמרקטים ||| מוצרים מבוקשים ||| שיווק לעסקים ||| [email protected] ||| מדיניות פרטיות ||| Privacy Policy ||| Terms of Service",44,339.0,"339.0, 380.0, 389.0, 400.0, 415.0, 438.0, 439.0, 440.0, 474.0, 499.0",46
1044402,"מקדחות, מברגות ופטישונים",‏מקדחה/מברגה Makita DHP484,‏מקדחה/מברגה Makita DHP484 ||| Makita מברגה/מקדחה רוטטת נטענת 18V (גוף בלבד),2,514.0,"514.0, 599.0",2
1048541,"מקדחות, מברגות ופטישונים",‏מברגת אימפקט Worx WX291,‏מברגת אימפקט Worx WX291,1,198.0,198.0,1
1051348,משקפי שמש,משקפי שמש Ray Ban RB3588 901480,משקפי שמש Ray Ban RB3588 901480,1,575.0,575.0,1
1051604,משקפי שמש,משקפי שמש Ray Ban Marshal II RB3648M 91673F,משקפי שמש Ray Ban Marshal II RB3648M 91673F,1,650.0,650.0,1
1054220,משקפי שמש,משקפי שמש OAKLEY Fives Squared OO9238 9238-04,משקפי שמש OAKLEY Fives Squared OO9238 9238-04,1,410.0,410.0,1
1055218,משקפי שמש,משקפי שמש OAKLEY Holbrook OO9102-F555,משקפי שמש OAKLEY Holbrook OO9102-F555,1,599.0,599.0,1
1058050,משקפי שמש,משקפי שמש Arnette Slickster AN4185 447/87,"משקפי שמש Arnette Slickster AN4185 447/87 ||| כל הקטגוריות ||| חשמל ואלקטרוניקה ||| לבית ולגן ||| פנאי וספורט ||| בריאות ויופי ||| מבצעי פסח ||| zap cars ||| טיפוח יופי ובריאות‏ ||| מפרט טכני ||| קנייה בחנות מקומית ||| למפרט המלא > ||| מוצרים דומים ||| Arnette 4185 447/87 ||| 4185 447/87 59-16-145 ||| עדשות מגע ||| קרמי הגנה ושיזוף ||| משקפי ראייה ||| פשרה בת""צ אבנצ'יק נ' זאפ גרופ (ת""צ 23008-08-20) ||| פשרה בת""צ כהנים נ' זאפ גרופ (ת""צ 60371-12-19) ||| אודות zap.co.il ||| תנאי שימוש ||| מדריך חנויות ||| נפילת מחירים ||| הקנייה ב-zap ||| ביטולים והחזרות ||| מרכז מידע ותמיכה ||| הצטרפות כחנות ל-zap ||| פרסום באתר ||| ממשק חנויות / יבואנים ||| סופרמרקטים ||| מוצרים מבוקשים ||| שיווק לעסקים ||| [email protected] ||| מדיניות פרטיות ||| Privacy Policy ||| Terms of Service",37,255.0,"255.0, 261.0",37
1058366,ברזים,‏ברז נשלף קליר 305368  ‏חמת,‏ברז נשלף קליר 305368  ‏חמת,1,508.0,508.0,1
1058453,משקפי שמש,משקפי שמש Arnette Fastball 2.0 AN4242 251125,משקפי שמש Arnette Fastball 2.0 AN4242 251125,1,261.0,261.0,1
1058544,משקפי שמש,משקפי שמש Arnette Fastball 2.0 AN4242 01/81,משקפי שמש Arnette Fastball 2.0 AN4242 01/81,1,320.0,320.0,1
1058547,משקפי שמש,משקפי שמש Arnette Stripe AN4251 256281,משקפי שמש Arnette Stripe AN4251 256281,1,314.0,314.0,1
1067041,כיריים,‏כיריים אינדוקציה AEG IKE64471FB,‏כיריים אינדוקציה AEG IKE64471FB,1,2095.0,2095.0,1
1070618,הגיינת הפה,‏קיסמים Paro Fresh Sticks 96 Pack of Wooden Sticks,‏קיסמים Paro Fresh Sticks 96 Pack of Wooden Sticks,1,25.0,25.0,1
1075250,ברזים,‏ברז נשלף 31483002 Grohe,‏ברז נשלף 31483002 Grohe,1,645.0,645.0,1
1075684,הגיינת הפה,‏מברשת שיניים 709 B TOOTH INTE מברשת שיניים אינטר ספייס לניקוי בין השיניים S 43 Paro,‏מברשת שיניים 709 B TOOTH INTE מברשת שיניים אינטר ספייס לניקוי בין השיניים S 43 Paro,1,18.0,18.0,1
1075696,הגיינת הפה,‏מברשת שיניים 726 Paro,‏מברשת שיניים 726 Paro,1,20.0,20.0,1
1076763,הגיינת הפה,‏מברשת שיניים חשמלית Oral-B Vitality 100,‏מברשת שיניים חשמלית Oral-B Vitality 100,1,115.0,115.0,1
1076938,ברזים,‏ברז נשלף 304469  ‏חמת,"‏ברז נשלף 304469  ‏חמת ||| כל הקטגוריות ||| חשמל ואלקטרוניקה ||| לבית ולגן ||| פנאי וספורט ||| בריאות ויופי ||| מבצעי פסח ||| zap cars ||| לבית לגן ולמשרד‏ ||| מפרט טכני ||| קנייה בחנות מקומית ||| למפרט המלא > ||| מוצרים דומים ||| ברז מטבח נשלף חמת דגם 304469 כרום מבריק ||| ברז מטבח 304469 נשלף פלוו (FLOW) כרום חמת ||| ברז נשלף למטבח צבע כרום מבריק חמת 304469 FLOW ||| ברז מטבח PULL DOWN 304469 OP שחור מט ||| ברז נשלף חמת 304469 HAMAT FLOW שני מצבי זרימה, מגוון צבעים ||| ברז מטבח נשלף FLOW פיה מסתובבת 304469 כרום חמת HAMAT - חמת - 304469 מ""ל ||| ברזי מטבח PVD / ברזי מטבח נשלפים Pull Down ||| ברז נשלף 304469 ‏חמת ||| ברז מטבח PVD נשלף Pull Down 304469 Flow ||| ברז מטבח PULL DOWN (גוף קטן ) ברזי מטבח נשלפים-חמת 304469 חמת ||| ארונות אמבטיה ||| מקלחונים ||| פשרה בת""צ אבנצ'יק נ' זאפ גרופ (ת""צ 23008-08-20) ||| פשרה בת""צ כהנים נ' זאפ גרופ (ת""צ 60371-12-19) ||| אודות zap.co.il ||| תנאי שימוש ||| מדריך חנויות ||| נפילת מחירים ||| הקנייה ב-zap ||| ביטולים והחזרות ||| מרכז מידע ותמיכה ||| הצטרפות כחנות ל-zap ||| פרסום באתר ||| ממשק חנויות / יבואנים ||| סופרמרקטים ||| מוצרים מבוקשים ||| שיווק לעסקים ||| [email protected] ||| מדיניות פרטיות ||| Privacy Policy ||| Terms of Service",44,560.0,"560.0, 585.0, 599.0, 707.0, 736.0, 774.0, 842.0, 846.0, 849.0, 987.0",44
1079412,דיו וטונרים,HP 305 XL Black מקורי 3YM62AE,HP 305 XL Black מקורי 3YM62AE,1,129.0,129.0,1
1079429,דיו וטונרים,ראש דיו שחור (HP 305 (3YM61AE מקורי,ראש דיו שחור (HP 305 (3YM61AE מקורי,1,111.0,111.0,1
1079600,מגברים לרכב,מגבר לרכב Pioneer GMD8704,מגבר לרכב Pioneer GMD8704,1,799.0,799.0,1
1079612,מגברים לרכב,מגבר לרכב Pioneer GMD9701,מגבר לרכב Pioneer GMD9701,1,1159.0,1159.0,1
1079614,מגברים לרכב,מגבר לרכב Pioneer GMD9704,מגבר לרכב Pioneer GMD9704,1,1159.0,1159.0,1
1079636,מגברים לרכב,מגבר לרכב Pioneer GMD8701,מגבר לרכב Pioneer GMD8701,1,930.0,930.0,1
1079692,מגברים לרכב,מגבר לרכב Nakamichi NKSA60.4,מגבר לרכב Nakamichi NKSA60.4,1,389.0,389.0,1
1079699,מגברים לרכב,מגבר לרכב Alpine SA55V,מגבר לרכב Alpine SA55V,1,1180.0,1180.0,1
1079868,הגיינת הפה,‏קיסמים 1061 מבריש לניקוי השיניים קיסם שיניים Paro,‏קיסמים 1061 מבריש לניקוי השיניים קיסם שיניים Paro,1,40.0,40.0,1
1087605,בשמים לאישה,בושם לאשה Yves Saint Laurent Libre Intense E.D.P 90ml,בושם לאשה Yves Saint Laurent Libre Intense E.D.P 90ml,1,352.0,352.0,1
1092049,מגברים לרכב,מגבר לרכב Nakamichi NKTA75.6,מגבר לרכב Nakamichi NKTA75.6,1,690.0,690.0,1
1093953,כיריים,‏כיריים גז Sauter SHG755B/W,‏כיריים גז Sauter SHG755B/W ||| ‏כיריים גז Sauter SHG755B סאוטר,2,1550.0,"1550.0, 1690.0",2
1097496,כיריים,‏כיריים אינדוקציה Electrolux EIV644,‏כיריים אינדוקציה Electrolux EIV644 ||| ‏כיריים אינדוקציה Electrolux EIV644 יבואן רשמי,2,1748.0,"1748.0, 2289.0",2
1100241,הגיינת הפה,"‏משחת שיניים משחת שיניים הרבל 75 מ""ל Parodontax","‏משחת שיניים משחת שיניים הרבל 75 מ""ל Parodontax",1,25.0,25.0,1
1100243,הגיינת הפה,‏חוט דנטלי חוט דנטלי Paro,‏חוט דנטלי חוט דנטלי Paro,1,24.0,24.0,1
1100247,הגיינת הפה,‏מי פה Listerine Cool Mint Mouthwash 500ml,‏מי פה Listerine Cool Mint Mouthwash 500ml,1,18.0,18.0,1
1100819,"מקדחות, מברגות ופטישונים",‏מקדחה/מברגה Makita DDF482,‏מקדחה/מברגה Makita DDF482,1,249.0,249.0,1
1104315,כיריים,‏כיריים גז Zanussi ZGO78520BA,‏כיריים גז Zanussi ZGO78520BA,1,1347.0,1347.0,1
1106011,מגברים לרכב,מגבר לרכב Premier PA5000,מגבר לרכב Premier PA5000,1,340.0,340.0,1
1107182,מגברים לרכב,מגבר לרכב Infinity Reference 3004A,"מגבר לרכב Infinity Reference 3004A ||| כל הקטגוריות ||| חשמל ואלקטרוניקה ||| לבית ולגן ||| פנאי וספורט ||| בריאות ויופי ||| מבצעי פסח ||| zap cars ||| רכב ואביזרים‏ ||| מפרט טכני ||| קנייה בחנות מקומית ||| Infinity ||| למפרט המלא > ||| מוצרים דומים ||| מגבר לרכב 4 ערוצים איניפיניטי Infinity Reference 3004A ||| מגבר 4 ערוצים INFINITY 3004A - יבואן רישמי !! ||| מצלמות לרכב ||| מסכים לרכב ||| מולטימדיה לרכב ||| רמקולים לרכב ||| פשרה בת""צ אבנצ'יק נ' זאפ גרופ (ת""צ 23008-08-20) ||| פשרה בת""צ כהנים נ' זאפ גרופ (ת""צ 60371-12-19) ||| אודות zap.co.il ||| תנאי שימוש ||| מדריך חנויות ||| נפילת מחירים ||| הקנייה ב-zap ||| ביטולים והחזרות ||| מרכז מידע ותמיכה ||| הצטרפות כחנות ל-zap ||| פרסום באתר ||| ממשק חנויות / יבואנים ||| סופרמרקטים ||| מוצרים מבוקשים ||| שיווק לעסקים ||| [email protected] ||| מדיניות פרטיות ||| Privacy Policy ||| Terms of Service",39,620.0,"620.0, 779.0",39
1107334,מגברים לרכב,מגבר לרכב Infinity Reference 704A,"מגבר לרכב Infinity Reference 704A ||| כל הקטגוריות ||| חשמל ואלקטרוניקה ||| לבית ולגן ||| פנאי וספורט ||| בריאות ויופי ||| מבצעי פסח ||| zap cars ||| רכב ואביזרים‏ ||| מפרט טכני ||| קנייה בחנות מקומית ||| Infinity ||| למפרט המלא > ||| מוצרים דומים ||| מגבר לרכב Infinity Reference 704A אינפיניטי ||| מגבר 4 ערוצים לרכב INFINITY דגם REF-704A ||| מצלמות לרכב ||| מסכים לרכב ||| מולטימדיה לרכב ||| רמקולים לרכב ||| פשרה בת""צ אבנצ'יק נ' זאפ גרופ (ת""צ 23008-08-20) ||| פשרה בת""צ כהנים נ' זאפ גרופ (ת""צ 60371-12-19) ||| אודות zap.co.il ||| תנאי שימוש ||| מדריך חנויות ||| נפילת מחירים ||| הקנייה ב-zap ||| ביטולים והחזרות ||| מרכז מידע ותמיכה ||| הצטרפות כחנות ל-zap ||| פרסום באתר ||| ממשק חנויות / יבואנים ||| סופרמרקטים ||| מוצרים מבוקשים ||| שיווק לעסקים ||| [email protected] ||| מדיניות פרטיות ||| Privacy Policy ||| Terms of Service",39,750.0,"750.0, 799.0",39
1108974,בשמים לאישה,בושם לאשה Jimmy Choo I Want Choo E.D.P 100ml,בושם לאשה Jimmy Choo I Want Choo E.D.P 100ml,1,199.0,199.0,1
1117852,כיריים,‏כיריים אינדוקציה Zanussi ZIFN644K,‏כיריים אינדוקציה Zanussi ZIFN644K,1,1793.0,1793.0,1
1118727,מגברים לרכב,מגבר לרכב Rockford R2-300X4,"מגבר לרכב Rockford R2-300X4 ||| כל הקטגוריות ||| חשמל ואלקטרוניקה ||| לבית ולגן ||| פנאי וספורט ||| בריאות ויופי ||| מבצעי פסח ||| zap cars ||| רכב ואביזרים‏ ||| מפרט טכני ||| קנייה בחנות מקומית ||| Rockford ||| למפרט המלא > ||| מוצרים דומים ||| Rockford R2-300X4 מגבר לרכב ||| מגבר 4 ערוצים ROCKFORD R2-300X4 - אחריות יבואן רשמי גל אור בע""מ ||| מצלמות לרכב ||| מסכים לרכב ||| מולטימדיה לרכב ||| רמקולים לרכב ||| פשרה בת""צ אבנצ'יק נ' זאפ גרופ (ת""צ 23008-08-20) ||| פשרה בת""צ כהנים נ' זאפ גרופ (ת""צ 60371-12-19) ||| אודות zap.co.il ||| תנאי שימוש ||| מדריך חנויות ||| נפילת מחירים ||| הקנייה ב-zap ||| ביטולים והחזרות ||| מרכז מידע ותמיכה ||| הצטרפות כחנות ל-zap ||| פרסום באתר ||| ממשק חנויות / יבואנים ||| סופרמרקטים ||| מוצרים מבוקשים ||| שיווק לעסקים ||| [email protected] ||| מדיניות פרטיות ||| Privacy Policy ||| Terms of Service",39,1100.0,"1100.0, 1190.0",39
1119835,משקפי שמש,משקפי שמש 3663 001/31 Ray Ban,משקפי שמש 3663 001/31 Ray Ban,1,540.0,540.0,1
1129518,מגברים לרכב,מגבר לרכב Morel MPS 4.400,מגבר לרכב Morel MPS 4.400,1,1000.0,1000.0,1
1129519,מגברים לרכב,מגבר לרכב Morel MPS 1.550,מגבר לרכב Morel MPS 1.550,1,1000.0,1000.0,1
1134028,"מקדחות, מברגות ופטישונים",‏מקדחה/מברגה Makita DHP486 / XPH14Z,‏מקדחה/מברגה Makita DHP486 / XPH14Z,1,650.0,650.0,1
1145242,"מקדחות, מברגות ופטישונים",‏מברגת אימפקט DeWALT DCF850,‏מברגת אימפקט DeWALT DCF850,1,571.0,571.0,1
1147467,כיריים,‏כיריים אינדוקציה Bosch PIE611BB5E,‏כיריים אינדוקציה Bosch PIE611BB5E ||| כיריים אינדוקציה תלת פאזי 4 אזורי בישול Bosch בוש PIE611BB5E,2,1488.0,"1488.0, 2019.0",2
1149314,משקפי שמש,משקפי שמש Arnette Shyguy AN4283 01/22,משקפי שמש Arnette Shyguy AN4283 01/22,1,315.0,315.0,1
